Nr,R_x,f_1,f_2,Generation,Rank
43,33-20-55-16-26-30-63-21-6-35-34-45-36-54-5-37-65-18-39-32*17-59-68-11-9-49-26-16-10-28-8-56-51-34-45-36-54-5-37-67-27-25-12-41-57-35-64-58-33-43*28-56-8-55-17-44-61-43-33-22-38-19-54-5-67-37-65*16-9-68-59-10-52-64-58-41-27-67*49-26-16-10-20-43-50-23-69-3-29-66-19-36-41*29-69-3-38-36-45-41-25-4-7-40-46*44-14-60-61-43-13-22-19-54-5-37-67-27-41-57-35-51-34-45-58-33*11-68-9-31-1-49-15-30-24-21-63-6-35-34-41-45-36-38-69-0-2-50-43-13-22*31-11-9-68-59-1-26-49-42-62-21-24-30-63-6-35-34-25-12-4-53-47-40-7-46*15-42-62-26-8-51-35-34-45-36-54-18-65-5-37*69-23-50-2-0-3-66-19-65-5-67-37-32-39-18-54-38-22-33-20-17-9-68-11-1-31*1-16-26-49-15-11-31-9-59-17-20-33-22-38-19-66-48-3-23-69*50-17-59-68-9-11-49-1-26-8-52-64-58-45-36-54-18-65-37-5-32-39-48-29-3*18-54-66-38-19-29-48-3-69-23-50-43-17-59-9-68-11-15-42-30-24-63*40-53-47-6-56-28-8-26-1-11-68-9-59*,25.16049466,1126,0,1
44,29-48-66-38-36-45-34-51-8-26-49-42-24-63*31-11-9-17-20-33-22-38-19-54-18-39-32-37-5-65*45-41-12-4-40-7-47-6-56-8-10-17-61-44-14-60*48-29-69-19-3-66-38-36-45-41-34-35-6-63-21-30-26-1-16-10*56-6-47-53-7-46-40-12-41-35-64-52-20-17-60-14-61-44*51-57-35-6-56-8-26-49-15-62-24-21-63-30*24-21-63-6-35-34-45-36-38-19-69-3-66-29-23-0*69-3-66-19-38-22-33-20-55-16-26-30-62-49*26-16-55-8-56-28-10-59-17-20-33-22-38-19-54-5-67-27-25-12-40-47-7*19-29-48-39-32-37-65-5-54-36-45-41-35-6-63-24-21-30-26-8-56-28-10-52-64*53-47-6-63-21-62-42-15-49-26-16-10-20-43-50-23-69-29-3-48-39-32-37-65-5*42-49-11-9-68-1-26-8-56-6-47-7-40-46*49-42-15-11-59-17-20-33-22-38-19-54-5-65-37-67-18*60-14-2-50-13-33-58-34-25-4-40-46-53-7*46-40-53-7-4-12-41-36-38-19-66-69-23-0-2-50*,25.61209031,1038,0,1
45,68-9-1-11-59-17-20-33-22-38-19-54-18-32-37-5-67-65*67-27-12-25-4-40-46-53-7-47-6-56-28-8-10-55-17-61-60-44-14-2-50-23-29-3-48-66*5-32-39-48-3-66-38-36-45-34-57-35-6-63-21-30-15-11-31-1-49-62-24*12-4-25-27-41-36-54-18-5-37-67*2-23-69-29-48-66-38-19-22-33-20-55-10-16-26-49-62-42-30-63-6-47*11-31-1-26-8-28-56-6-47-7-40-46-53*52-10-16-1-68-11-9-59-17-20-33-22-38-19-18-39-32-65-5-37-67-27-12*48-66-3-23-50-43-17-10-55-16-26-30-24-63*65-18-38-19-66-29-3-69-23-0-50-43-17-55-10-16-26-30-24-62-15-42*11-49-26-16-1-59-17-44-14-2-50-13-33-58-34-25-4-40-46-53*57-51-64-52-20-17-50-23-69-38-36-45-41-34-35-6-47-40*42-24-62-15-49-26-16-10-20-43-50-23-69-29-66*63-6-35-34-45-36-54-18-5-65-37*37-67-27-12-25-41-34-35-51-8-26-1-31-11-9-68-59-17-43*12-40-46-7-4-25-41-45-36-38-19-66-48-39-18-65-37*,25.57544246,1064,0,1
46,5-37-32-18-54-36-45-58-64-52-8-26-49-15-42-30-62*38-18-54-66-19-65-37-5-32-39-48-29-69-23-50-43-17-59-9-68-11-31*43-13-50-23-29-69-3-19-38-22-33-20-10-16-26-30-24-21-63-6-47*21-24-62-49-1-16-55-20-43-50-23-69-3-66*46-7-4-25-41-58-64-52-20-17-61-43-13-22-36-19*34-41-25-4-7-46-40-12-27-67-5-54-19-38-22-33-20-17-59-9-11-31-1-26-62-21-63-24-30*57-41-25-4-7-46-40-47-6-56-8-26-30-24-21-62*20-55-10-28-56-8-51-64-35-6-47-53-46-40-7-4-25-41-58-33-43-61-60-44-14-2-0-69-29-48*30-63-6-35-57-34-45-36-54-5-65-37-18-66*15-49-26-16-10-55-20-43-50-23-69-48-29*0-2-50-43-20-55-10-16-26-49-15-30*0-2-14-44-61-17-10-55-8-56-6-47*47-7-40-4-12-25-34-35-51-8-26-1-31-11-15-49-42*28-10-59-11-1-16-26-8-56-6-47-7-40-53-4*47-53-46-40-7-4-25-41-58-33-43-61-60-44-14-2-0*,25.59859722,1044,0,1
47,14-2-50-13-20-10-17-60-44-61-43-33-22-36-38-69-18-19-66-48-39-32-37-65*66-38-19-18-67-65-37-5-54-36-45-58-64-52-55-16-26-49-15-42-24-62-30*69-48-39-18-54-36-45-41-34-51-8-26-62-21-30-15-49-1-16-55*57-51-8-26-30-24-42-49-15-11-31-1-16-10-52-64-58-45-36-54-32-39-18-38-19-3-29-23-0-2*27-12-40-4-25-34-58-64-52-20-17-61-60*29-48-3-66-19-36-45-41-25-4-53-40-46-7*65-5-32-39-18-54-36-45-41-57-35-6-47-40-53-4-12-25-34-51-64-58*1-26-16-55-20-43-50-23-69-3-29-66*1-68-59-11-9-17-20-33-22-38-19-54-18-5-67-27-25-12*14-2-50-13-22-45-41-25-4-40-7-46*64-35-6-21-63-24-30-26-16-55-10-20-43-50-23-69-0-2*28-8-51-34-41-45-36-54-18-39-48-69*19-18-69-0-2-50-43-20-55-10-8-56-6-47-53-46-40*17-59-68-9-16-10-55-52-64-58-45-36-54-18-39*24-21-62-49-11-31-9-68-59-1-16-26-30-63-6-47-53-7-40-46*,25.44689202,1068,0,1
48,3-0-23-69-29-48-39-18-54-36-45-41-34-51-8-26-62-30-24-63*46-40-7-4-25-12-41-34-58-33-50-2-14-60-61-44*62-42-15-49-26-8-51-35-57-34-41-27-25-4-40-7*19-36-41-35-34-45-22-33-13-43-50-2-14-44-17-10-28-8-56-6-47-53-40-12-25-27-67-37-5*30-63-6-56-51-35-57-34-25-4-53-47-7-40-46*23-0-69-38-36-45-41-25-12-4-53-7*33-20-55-16-26-8-56-51-35-34-41-27-67-5-37-65-32*37-5-54-19-38-22-33-20-17-59-9-11-68-1-16-26-62*59-68-9-11-31-1-26-8-56-6-47-53-7-40-46*21-63-24-30-26-8-56-6-47-53-4-25*6-47-7-46-40-53-4-25-57-35-64-52-20-17-61-44-60-14-2-50-43-33*41-12-27-67-65-5-54-19-66-29-23-50-43-20-55-10-16-26-49-42-15-30-62-24-21-63-6-47*10-55-20-17-60-14-44-61-43-33-13-50-23-69-3-38-36-45-41-25-4-53-47-7-46-40-12-27*60-14-44-61-43-13-20-17-9-31-1-26-8-52-64-58-45-36-54-32-65-37-67-27-12-41-35-51-56-6*37-5-54-38-36-45-34-35-6-63-24-62-26*,25.0696356,1180,0,1
49,68-59-11-31-9-1-16-26-49-62-42-24-63-6-35-34-45-36-38-19-66-48-29-69-0-50-2-14-61-60*42-15-49-26-16-10-52-64-58-45-36-38-18-69*50-43-17-10-28-56-51-57-25-4-7-53-47-6-63-24-30-26-1-31-9-68-11*66-3-29-69-38-19-22-33-13-43-61-44-60-17-20-52-64-51-34-25-4-7-40-46*47-6-35-34-41-12-4-40-7-53-46*11-15-49-62-21-24-30-26-16-10-17-43-50-23-3-48-29*31-9-68-59-1-11-15-62-49-26-8-51-58-45-36-38-19-66-18-54-65-39-32-5-37-67-27*68-59-11-1-16-55-52-64-58-45-36-54-18-32-39-48*47-6-35-58-51-41-27-67-37-65-54-38-22-33-20-17-9-68-11-1-49-15-42-24-63-21*41-25-12-27-67-5-18-54-36-45-34-51-8-26-1-31-9-16-55*61-44-60-14-2-50-33-22-45-41-25-4-7-40-53-47*40-7-4-25-41-45-36-38-19-66-48-29-69-23-3*52-20-13-50-0-23-69-38-36-45-41-12-4-53-46*15-42-62-49-9-68-11-31-1-26-30-24-21-63-6-47-53-46-40-7-4-12-25-41-45-58-33*28-8-26-16-10-55-20-43-50-23-69-48-39*,25.07947897,1168,0,1
50,30-24-42-15-49-26-8-56-51-35-34-41-27-67-65-54*32-54-65-5-37-18-19-38-22-33-20-17-59-9-68-11-49-1-16*62-21-24-42-30-26-8-56-51-35-34-45-36-54-18-19-3-38-66-29*4-53-46-40-12-41-58-64-52-20-17-61-44-14*21-62-24-30-26-16-10-55-20-33-22-38-66-69*37-5-32-18-54-19-38-36-45-58-64-52-10-28-8*7-4-25-41-45-36-38-66-3-48-39-32*11-15-49-26-8-51-35-57-34-45-36-54-19*52-20-43-13-50-0-2-14-44-61-17-10-55-8-56-6-47-53-7-46-40*26-49-15-42-24-63-6-35-34-45-36-38-19-54-65-37-18-39-32*6-63-24-21-30-62-15-49-26-16-55-20-43-50-23-69-29-66-48-39*42-15-49-1-26-8-51-35-34-41-27-67-65-32-39*21-6-47-53-46-40-7-4-25-57-35-64-52-20-17-60-61-43-13-22-19-36-38-66-69*46-53-7-4-25-57-51-64-52-55-10-59-11-31-9*65-5-32-54-38-22-33-20-17-59-9-68-11-31-1-16-26*,25.90952512,976,0,1
51,36-38-19-66-69-0-2-50-33-22-45-41-25-4-40-46-7-47-6-56-28-10-20-13*44-14-2-50-13-33-22-45-41-12-4-53-7*63-30-26-8-51-34-41-45-36-54-18-39*29-23-3-69-48-66-19-38-36-45-41-25-4-53-47-6-56-28-8-10-55-20-17-61*46-40-53-47-7-4-25-12-41-45-36-38-69-23-50-43-20-55-10-28-56-8-52-64-58-51-35-57-34*26-1-31-11-9-17-50-23-69-29-48-39-32-18-54-19-38-36-45-41-34-58-35-51-64-52*21-62-42-15-49-11-1-26-30-24-63-6-35-34-41-45-36-54-5-37-67-65-39-48-29-69-38-22-33-43*32-37-67-27-41-35-51-64-52-20-17-61-60-44-14-2*63-21-24-30-15-42-62-26-8-51-35-34-41-27-67-5-32-18-66-69-29-23-0*34-25-12-27-67-5-54-18-19-38-36-45-41-57-58-51-64-52*29-48-39-32-65-5-54-36-45-34-51-56-8-26-1-31-9-68-11-59-10*62-42-15-49-26-8-52-64-58-45-36-54-18-65-5*39-48-29-69-0-3-66-38-36-41-12-4-7-40-46-53-47*47-7-46-40-12-41-45-58-33-43-50-23-2-14-61-17-59-1-16-26-30-24-21-62-15-49-11-68-9-31*3-66-18-5-54-19-38-22-33-20-17-59-9-68-11*,24.74654366,1215,0,1
52,53-47-7-40-4-25-57-35-64-52-20-17-60-61-14-44*12-27-41-45-36-22-13-43-17-20-55-10-28-8-56-6-35-34-25-4-40-7-53-47*34-35-58-64-51-56-8-10-16-1-31-11-9-17-20-33-22-38-19-54-32-39-48-29-3*38-22-19-54-5-65-37-67-27-25-34-41-12-4-53-40-7-47-6-56-28-8-55-17-61-44-60*63-24-21-62-30-26-8-52-64-58-45-36-54-5-65-37-67-27*35-6-63-21-24-30-26-1-59-17-43-50-23-0-3-48-69-66*44-14-2-50-13-22-45-41-12-4-7-46-40*65-19-38-54-66-3-69-48-39-32-37-67-27-41-34-51-56-8-26-1-68-11-59-10-17-43-50-13-22-33*37-5-18-39-48-3-69-23-50-43-17-9-68-59-11-1*11-15-49-42-30-21-62-24-63-6-35-57-34-45-36-54-5-65-32-18-39-48-29-23-50-43-17-10-16-26*66-29-48-3-69-19-54-18-39-32-37-65-5-67-27-25-4-7-40-46-53-47-6*55-10-59-11-31-1-26-8-51-41-45-36-54-65-19-38-69-29-48*21-63-30-24-62-42-15-49-26-16-10-55-20-43-50-23-29-3-66-69-48-39-32-5-37-65-54-38-18-19*7-4-25-34-57-58-64-52-55-16-1-49-15-62-42-30-26-8-51-35-41-45-36-54-32-18-5-65-67-37*24-63-6-35-58-45-36-38-19-66-54-18-39-65-37*,24.64791789,1326,0,1
53,49-42-24-62-21-63-6-47-40-46-53-7-4-25-57-51-64-52-20-17-61-60-44-14-2*23-50-43-20-10-16-26-49-15-42-24*68-9-11-31-1-26-8-51-34-45-36-54-5-37-65-67-27-25-4-12*60-14-44-61-17-55-10-16-26-30-21-63-6-47-7-46-40-4-53*63-30-24-21-62-42-15-49-26-8-51-34-45-36-38-19-66-29-3-48-39-32-65-18*62-49-26-8-52-55-16-1-31-11-9-59-17-20-33-22-38-54-5-37-65-19-3-23-0-50-2-14*15-42-30-62-49-26-8-52-64-58-45-36-38-66-18-32-39-48-3-29-19*62-21-63-6-47-53-46-40-7-4-12-41-45-36-19-66-38-69-3-23-0-2-50-13-22-33*9-16-10-55-20-13-22-33-43-61-17-59-68-1-26-8-28-56-51-35-41-27-67-18-39-32-5-65-37*0-2-14-61-17-20-13-22-38-66-3-69-23-50-43-33-58-64-51-8-55-52-10-28*61-60-44-14-2-50-43-17-55-10-16-26-30-63-24-21-62-42-15-11-68*56-6-47-40-7-46-53-4-12-25-41-57-34-45-22-38-36-54-5-67-27*12-25-4-7-46-40-53-47-6-56-8-28-10-59-17-60-44-61-43-13-50-33-22*14-60-61-17-59-9-31-1-26-8-56-51-35-34-45-36-19-18-65-54-66-29-48-39-32-37-5*18-54-32-39-48-29-3-66-38-36-45-34-35-6-63-21-24-30-26-8-52-64*,24.62025678,1374,0,1
54,46-7-40-53-47-6-56-8-10-17-61-44-60-14*60-44-14-2-50-33-58-41-25-12-4-7-40-46*10-8-26-30-24-63-6-35-57-34-45-36-54-18-65-37-32-39-48*42-24-30-62-26-1-16-10-55-52-64-58-45-36-54-18-66-69-29-23-2*31-11-68-9-1-26-8-28-56-6-47-7-40-46-53-4-12-41-34-57-35-64-52-55-20-13*56-6-63-24-30-15-42-62-49-26-8-51-35-34-41-27-67-5-37-32-18-54-19*50-17-55-8-28-56-51-58-33-13-43-20-52-64-35-57-25-12-41-34-45-22-38-36-54-5-67-27*41-45-36-22-38-54-19-18-69-0-50-43-17-20-13-33-58-35-6-56-8-26-49-15-62-24-63-30-42*9-31-1-59-68-11-15-42-30-26-16-10-55-20-43-50-23-69-29-48-66-3-38-36-22-33-13*37-5-32-18-54-36-45-34-35-51-56-8-26-49-15-30-62-24-21*66-3-38-69-19-29-48-39-32-37-5-18-54-36-45-34-35-51-8-26-30-24-21-6-56-28-10-16-1*40-4-12-25-27-67-37-65-39-48-66-19-38-22-33-20-55-10-16-26-62-24-21-63-30-15-11-9-68*68-59-17-20-33-22-38-19-54-5-67-37*22-45-36-38-66-69-3-0-50-17-55-10-16-26-30-24-21-63-6-56-51*31-11-9-68-59-17-20-33-22-38-54-32-65-37-5-18-19-66-69*,24.73889117,1284,0,1
55,14-2-0-23-69-38-36-41-25-4-7-46-40*66-69-19-29-48-39-18-54-36-45-34-51-35-6-47-7-46-53-40-4*40-46-7-47-53-4-25-34-35-6-56-28-8-52-64-58-33-13-43-17-20-55-16-26*47-40-46-7-4-12-25-34-35-6-56-8*68-1-26-30-15-42-62-24-63-6-35-57-34-45-36-38-66-48-29-3-0*62-21-63-6-35-57-34-45-36-54-18-39*47-40-53-46-7-4-12-25-34-35-51-8-26-1-11-31-9-68-59-10-52-64-58-57-41-45-22-38*68-9-11-15-49-26-8-51-34-45-36-54-5-65-37*67-18-5-37-32-65-54-38-22-33-20-17-59-9-68-1-26-16-10-28*56-6-47-53-4-25-34-35-51-64-52-20-17-60-44-14-61-43*21-63-30-15-49-11-68-9-31-1-16-26-8-51-35-34-41-27-67-5-54-38-36-45-22-33-58-64-52-55*6-63-24-21-62-42-15-11-9-59-17-20-33-22-19-54-18-38-69-23-2-50*42-15-49-26-16-10-55-20-43-50-23-69-29*49-62-26-16-55-10-8-28-56-6-47-53-46-40-7-4-25-34-51-64-52-20-17-61-14-44-60*4-40-12-25-57-35-6-21-24-30-26-16-10-20-43-50-0-69-3-38-54-18-65-37-5-67-27-41-36*,24.83351937,1208,0,1
56,69-3-19-22-33-20-55-10-16-26-49-15-42-62*63-6-47-7-4-53-46-40-12-25-27-41-34-35-51-64-52-20-17-60-14-44-61-43-13-33-58*20-17-59-68-9-11-49-26-8-28-56-6-47-7-40-46*9-31-1-16-26-8-51-35-34-45-36-41-57-25-27*18-37-5-54-19-38-22-33-20-17-59-68*62-42-15-49-26-8-51-35-34-41-45-36-54-19-38*14-44-60-61-43-13-33-22-45-36-38-69-0-2-50-23-3-29-48-39-18-32-37-65-5-54-66-19*69-23-0-50-43-20-10-16-9-68-59-1-26-8-51-35-34-45-36-54-5-65-67-37-32-18-38-19-29*42-24-30-15-49-11-31-1-26-8-51-34-45-36-54-18-39-65-37-5-67-27-12-41-57-35-58*42-30-26-49-11-59-68-9-1-16-10-55-52-64-58-45-36-54-5-32-65-39-48-69-3-38-19*67-5-54-36-45-58-64-52-10-16-26-30-63-24*51-57-25-12-4-40-46-53-47-6-56-28-8-55-10-59-17-61-60-14-2-23-69*2-50-13-22-45-41-12-4-40-46-53-7-47*49-15-42-30-24-21-63-6-35-34-45-36-38-66-48-29-23-50-13-33-43*52-20-43-13-22-38-19-66-3-0-69-18-54-36-45-34-51-8-26-30-24-21-63*,24.95788015,1191,0,1
57,14-60-44-61-43-50-2-0-69-23*15-49-26-16-10-55-52-64-58-45*29-23-50-43-20-10-16-26-30-62*63-6-35-34-45-36-38-66-3-69*35-57-34-41-45-36-54-18-39-32*31-9-59-17-20-33-22-36-54-5-37*68-11-9-17-20-33-22-38-54-18-65-67*56-28-8-52-10-16-1-26-30-63*46-7-4-25-57-51-64-52-55-10*48-3-66-19-38-36-45-34-35-6*61-17-20-13-22-38-19-66-3-69*21-24-30-26-16-10-55-20-17-61*44-17-10-28-8-56-6-47-53-40*27-12-25-34-57-35-51-8-26-49*41-34-35-51-56-8-26-49-15-42*,30.05478229,536,0,1
58,14-60-44-61-43-50-2-0-69-23*15-49-26-16-10-55-52-64-58-45*29-23-50-43-20-10-16-26-30-62*63-6-35-34-45-36-38-66-3-69*35-57-34-41-45-36-54-18-39-32*31-9-59-17-20-33-22-36-54-5-37*68-11-9-17-20-33-22-38-54-18-65-67*56-28-8-52-10-16-1-26-30-63*46-7-4-25-57-51-64-52-55-10*48-3-66-19-38-36-45-34-35-6*14-61-17-20-13-22-38-19-66-3-69*21-24-30-26-16-10-55-20-17-61*44-17-10-28-8-56-6-47-53-40*27-12-25-34-57-35-51-8-26-49*41-34-35-51-56-8-26-49-15-42*,29.83595944,544,0,1
59,25-4-7-47-6-56-8-55-10-59-9-68*30-26-16-10-55-20-33-22-19-38*29-3-69-23-50-43-20-55-16-26*54-36-45-41-35-51-8-26-49-42*31-11-1-26-8-52-64-58-45-36-54*28-8-51-64-52-10-16-26-30-63*69-38-36-45-41-12-4-7-40-46*2-50-13-33-22-45-41-12-4-53*14-44-61-17-20-10-16-26-30-24*38-36-45-58-64-52-8-26-30-62-15*32-18-54-19-38-22-13-43-61-60*8-51-34-45-36-38-19-66-48-39*0-50-43-17-10-16-26-30-24-21-6-35-57-41-27-67*24-30-26-16-10-55-20-17-61-44*16-55-20-33-22-38-54-5-65-37*,28.33806985,578,0,1
60,11-1-26-8-28-56-6-47-53-46*31-11-68-9-17-20-33-22-38-19-54-65-39*15-49-26-8-28-56-51-34-41-27*40-4-25-34-35-51-8-26-1-9*36-45-41-34-51-8-26-49-62-24*45-22-38-36-54-5-67-27-25-57*7-4-12-41-58-64-52-55-17-60*44-14-2-50-43-20-55-10-16-26-49-42*21-63-6-35-34-45-36-38-69-29-66*15-49-26-8-52-64-58-45-36-38*48-3-69-23-50-43-17-59-9-68*32-18-54-19-38-22-33-43-61-60*28-8-51-64-52-10-16-26-30-63*0-2-50-13-22-45-41-12-25-4*37-5-54-19-38-36-45-58-64-52*,28.76824995,575,0,1
61,27-41-34-58-64-52-20-17-61-44*48-3-66-38-36-45-58-35-6-63*29-3-66-19-36-45-34-35-6-63*67-27-41-34-51-56-8-26-1-68*6-35-57-34-41-45-36-54-32-65*1-26-8-52-64-58-45-36-54-18*31-1-16-10-28-8-56-6-47-53-40*62-26-8-51-34-41-45-36-54-18-32-39*2-50-43-20-55-10-16-26-49-15*23-50-43-20-55-16-26-49-15-42*0-23-69-38-36-41-25-4-7-46*25-34-51-64-52-20-17-61-14-60*2-50-13-22-45-41-25-12-4-7*0-50-17-55-10-16-26-30-24-21*11-9-59-17-20-33-22-19-54-5-37*,28.89959349,571,0,1
62,29-3-66-38-36-45-34-35-6-47*37-65-18-54-36-45-41-34-51-8-26-49-42*13-50-23-69-38-36-45-41-12-4-7-40-46-53*1-59-17-43-50-23-69-3-29-48*27-41-34-57-35-51-8-26-1-31*54-19-38-22-33-20-17-59-10-28*41-58-64-52-20-17-61-60-44-14*32-54-19-38-36-45-34-35-6-63*2-23-0-50-43-20-55-10-16-26-30-21*1-16-10-20-33-22-38-54-18-39*35-6-56-8-26-49-15-62-24-63*59-10-55-52-64-51-35-41-27-67*5-54-36-45-34-35-51-8-26-62*12-25-57-35-34-45-36-54-5-67*3-69-23-50-43-17-59-9-68-11*,28.74287835,577,0,1
63,27-41-34-58-64-52-20-17-61-44*48-3-66-38-36-45-58-35-6-63*29-3-66-19-36-45-34-35-6-63*67-27-41-34-51-56-8-26-1-68*6-35-57-34-41-45-36-54-32-65*1-26-8-52-64-58-45-36-54-18*31-1-16-10-28-8-56-6-47-53-40*62-26-8-51-34-41-45-36-54-18-32-39*2-50-43-20-55-10-16-26-49-15*23-50-43-20-55-16-26-49-15-42*0-23-69-38-36-41-25-4-7-46*25-34-51-64-52-20-17-61-14-60*2-50-13-22-45-41-25-12-4-7*0-50-17-55-10-16-26-30-24-21*11-9-59-17-20-33-22-19-54-5-37*,28.89959349,571,0,1
64,19-38-36-45-58-64-52-8-26-49*49-26-8-28-56-51-35-41-27-67*46-7-47-6-63-24-30-26-16-1-31*55-52-64-58-45-36-54-18-39-32*11-1-26-8-56-51-35-41-27-67*37-65-5-54-38-22-33-43-61-60*24-63-6-35-58-45-36-38-19-66*2-50-13-22-45-41-25-12-4-7*21-63-6-35-34-45-36-38-3-29*9-68-59-17-20-33-22-19-54-65*19-36-45-34-57-35-6-47-53-40*48-3-23-50-43-20-55-10-16-26-49-42-15*0-69-19-38-36-45-58-64-52-8-26-62*21-24-30-26-16-10-55-20-43-50*14-44-61-17-55-10-16-26-30-21*,28.97387562,567,0,1
65,7-4-25-41-45-36-19-66-48-39*8-28-56-6-35-34-25-12-4-53*3-29-69-23-50-43-17-10-16-26-62*31-11-9-68-1-26-8-56-6-47*11-9-17-20-33-22-38-54-18-65*28-56-51-35-34-45-36-54-18-65*6-56-8-10-55-20-17-61-60-44*59-1-26-8-28-56-51-35-41-27*5-54-19-22-13-43-61-60-14-2*57-25-12-41-58-34-45-22-38-36*0-23-69-38-36-41-25-4-7-46*6-21-30-26-1-16-10-28-8-56*42-15-49-26-8-52-64-58-45-36*32-37-65-5-67-27-25-4-7-40*21-63-24-30-26-8-56-6-47-53*,29.22031285,558,0,1
66,13-20-55-10-59-17-50-33-58-64*9-16-10-55-20-33-22-38-19-66-48*7-4-12-25-41-45-36-38-69-23*38-22-33-20-10-16-1-49-15-42*10-55-52-64-58-45-36-54-5-37*32-5-54-36-45-34-57-35-6-63-21*68-11-1-26-8-56-6-47-53-7-40-46*31-1-16-55-52-64-58-45-36-54*66-19-22-33-20-55-10-16-26-62*49-26-8-51-35-57-34-45-36-54*2-0-50-43-20-52-8-28-56-6*24-30-26-8-51-58-45-36-54-18-39*29-3-69-23-50-43-20-10-16-26*27-41-58-64-52-20-17-61-60-44-14*28-8-52-64-58-45-36-54-18-65-67*,29.06266321,565,0,1
67,2-50-33-22-45-41-25-4-40-46*15-49-26-8-51-35-34-45-36-54*34-58-64-52-20-17-61-60-44-14*11-31-1-26-8-51-34-45-36-54-5-37*39-18-54-38-22-33-20-17-9-68*29-69-23-50-43-20-55-16-26-49-42*16-10-20-33-22-38-19-54-65-32*48-3-66-19-36-45-34-57-35-6*0-50-43-17-55-10-16-26-30-24*13-50-0-69-38-36-45-41-25-4*62-30-26-16-55-52-64-58-45-36*12-27-67-5-18-54-36-45-34-35*21-63-6-35-34-45-36-38-19-66*56-51-35-34-25-4-7-40-46-53*59-1-16-26-8-28-56-6-47-40*,29.377272,555,0,1
68,25-4-7-47-6-56-8-55-10-59-9-68*30-26-16-10-55-20-33-22-19-38*29-3-69-23-50-43-20-55-16-26-30*32-18-54-36-45-41-35-51-8-26-49-42*31-11-1-26-8-52-64-58-45-36-54-5-37*56-28-8-51-64-52-10-16-26-30-63*23-69-38-36-45-41-12-4-7-40-46*2-50-13-33-22-45-41-12-4-53*14-44-61-17-20-10-16-26-30-24*19-38-36-45-58-64-52-8-26-30-62-15*32-18-54-19-38-22-13-43-61-60*28-8-51-34-45-36-38-19-66-48-39*0-50-43-17-10-16-26-30-24-21-6-35-57-41-27-67*24-30-26-16-10-55-20-17-61-44*16-55-20-33-22-38-54-5-65-37*,27.98797614,605,0,1
69,19-38-22-33-20-55-10-16-1-49*13-22-36-45-34-35-51-8-26-49-15-42*4-25-34-51-56-28-8-26-1-31*30-26-8-52-64-58-45-36-54-18*54-36-45-58-64-52-55-16-26-62*68-1-16-10-55-20-33-22-38-19*11-9-59-17-20-33-22-19-18-39*0-3-69-23-50-43-20-55-10-16*2-50-43-17-10-16-26-30-24-21*65-37-18-54-36-41-34-35-51-8*48-29-3-66-38-36-45-41-34-35-6-63*10-55-20-33-22-38-19-54-18-32*47-53-46-40-7-4-25-41-36-38*57-41-27-67-5-18-54-36-45-58*12-41-58-64-52-20-17-61-60-44-14*,29.7436571,550,0,1
70,53-47-6-56-8-10-17-61-44-60*14-2-50-33-58-41-25-12-4-7*63-6-35-57-34-45-36-54-18-65*16-10-55-52-64-58-45-36-54-18*1-26-8-28-56-6-47-7-40-46*42-62-49-26-8-51-35-34-41-27*25-12-41-34-45-22-38-36-54-5*13-33-58-35-6-56-8-26-49-15*26-16-10-55-20-43-50-23-69-29*18-54-36-45-34-35-51-56-8-26*37-5-18-54-36-45-34-35-51-8*39-48-66-19-38-22-33-20-55-10*59-17-20-33-22-38-19-54-5-67*3-0-50-17-55-10-16-26-30-24-21*31-11-9-68-59-17-20-33-22-38-54-32*,29.57245207,552,0,1
71,19-38-22-33-20-10-16-26-49-62*48-3-66-19-36-45-41-25-4-53*11-9-17-20-33-22-38-19-18-39-65*31-1-49-26-8-28-56-6-47-53*49-26-16-10-20-33-22-38-66-48*12-25-27-41-36-54-18-5-37-67*21-30-26-8-51-34-45-36-38-19*48-3-66-38-36-45-34-35-6-63*10-55-52-64-58-45-36-54-18-32*14-44-60-17-50-0-23-69-38-36-41-25-4-7-46*40-4-25-57-35-51-64-52-20-17-61-43-13*29-3-69-23-50-43-17-59-1-49-15-42*15-49-26-8-52-64-58-45-36-38*68-1-26-8-51-34-41-36-54-5*2-50-43-20-55-10-16-26-30-24*,28.25672708,596,0,1
