Nr,R_x,f_1,f_2,Generation,Rank
153,13-18-22-25-7-20-24*1-3-23-20-7-27-10*26-0-22-17-28-7-27-29*16-6-13-18-17-22-0-25-28*2-29-27-16-28-25-0-18*2-29-27-15-21-5*16-28-25-11-14-7-20*8-12-0-18-13-6-15-10*22-17-19-12-0-28-7-25*4-24-20-7-27-16-28*9-1-14-7-27-10-21*1-9-3-11-17-22-18-0-26*,18.35486322,299,0,6
154,4-24-20-7-27-16-6*21-10-15-27-7-14-23*18-0-25-7-20-4-24*1-9-3-11-17-22-18-0-26*0-18-22-19-17-28-16-27*2-29-27-7-28-25-11*1-9-14-11-17-19-12-8*6-15-16-27-7-28-0-13-18*13-6-21-5-15-2-29*13-18-22-25-7-28*10-16-28-25-22-19-12*14-20-24-4-23*,18.41287702,289,0,6
155,17-22-25-7-20-14-24*0-22-17-11-14-23-1-9*8-12-17-19-22-0-18*22-18-0-28-16-27-2-29*5-21-6-16-7-20-14*6-13-0-28-7-16-27-10-15*1-3-24-4-7-28*12-17-19-18-22-0-26*6-21-10-27-16-28-0-13-18*15-10-27-16-7-20-23*11-14-24-7-27-10-15*8-12-19-17-28-16-10-15*,18.40510288,293,0,6
156,11-25-28-0-12-19-22-17*5-21-6-16-28-25-0-26*15-10-27-16-7-28-25*6-15-10-16-7-20-14*3-1-24-7-27-2-29*3-1-23-9-14-20-24*7-20-14-11-25-0-18-22*4-7-16-27-10-15-21*6-13-18-0-22-17-19-8*5-6-16-7-20-23-1-9*9-1-3-11-17-18-0-26*5-6-16-28-17-22-18-0-26*,18.37269114,294,0,6
157,1-3-24-7-27-2-29*18-0-22-25-7-4-24*15-16-7-28-25-22-18*12-18-0-25-7-20-24*5-21-6-13-18-0-22-17*20-23-3-24*11-14-20-7-27-16-15*6-16-28-25-0-18-19*25-28-16-27-10-2-29*1-9-3-11-17-22-18-13*8-19-12-17-22-0-26*0-18-17-28-7-14-11*,19.11930091,263,0,6
158,3-23-14-11-17-22-0-13*13-18-19-17-0-25-28*4-20-24-14-7-27-16*6-16-7-20-23-3-1-9*10-27-16-28-17-22-19*15-16-28-0-22-17-19*12-22-0-18-19*2-7-4-24-1-3*8-26-0-17-22-19-12*6-15-10-29-2-27*16-2-29-10-15-21*8-12-19-0-13-6-5-21*,19.03767243,264,0,6
159,6-16-7-4-24-14-23*8-12-19-22-25-7-20-24*5-6-16-28-17-22-18-0-26*7-27-16-2-10-15*3-1-23-14-11-17-0-18*5-21-6-13-18-0-12-19*1-9-23-14-20-7-16*16-27-29-2-15-21*25-11-17-22-0-28*19-17-22-25-7-20-24*5-21-10-2-27-7*9-1-3-23-20-14-11*,18.75716039,265,0,6
160,9-23-14-20-7-27-16*1-9-3-11-17-22-0-18*15-10-27-7-16-28-25*0-18-22-17-11-14-24*10-15-6-16-2-21*3-23-14-11-17-22-0-13*9-1-3-24-4-14*12-18-19-17-22*19-17-22-25-28-16-27-29*8-12-19-22-25-7-14*26-0-18-22-25-7-2-29*21-5-6-13-18-22-0-26*,18.71408113,267,0,6
161,14-20-24-4-23*4-1-3-14-24-20*3-23-20-7-27-10-21*12-19-17-22-25-7-20*8-12-19-22-18-13-6-15*4-24-7-27-16-28-25*7-24-14-11-25-0-18-22*3-1-9-23-20-7-27*16-27-2-29-10-21*5-6-16-7-14-1-3-9*26-0-22-18-17-28-7-27*14-3-23-20*,19.61500468,257,0,7
162,20-7-25-28-17-19-22*0-18-22-19-12-17-28*4-24-7-16-27-2-29*3-1-9-14-11-17-22-19*1-23-14-20-7-27-10*25-11-17-19-18-22-0-26*0-22-18-13-6-5-21*8-12-19-22-25-28-16-27*10-21-15-29-27*3-1-9-23-14-7-27*7-28-0-18-17-11*4-24-7-27-10-21-5*,19.3543956,259,0,7
163,4-24-14-11-17-19-12-8*4-20-7-25-0-18-22*0-18-22-17-11-14-23-3*15-10-16-28-0-18-22-17*5-21-10-27-16-28-25*10-29-2-15*5-6-13-0-18-22-19-17*3-1-23-14-7-16-6-5*9-3-1-23-20-24*21-5-6-13-18-22-0-26*17-22-0-28-7-16-27*7-28-25-0-22-19-17*,19.45417349,258,0,7
164,5-15-21*7-16-27-10-15-21*10-2-27-16-7-14*0-18-22-17-11-25-7*18-17-22-0-19-8-26*19-22-17-28-25-7-20*12-18-22-0-19*15-10-27-7-20-14-24*6-13-18-17-28-25*9-1-3-24-20-7-27*6-16-7-20-24-4-23*10-29-2-15-27-7-28-16*,23.35343114,241,0,7
165,15-10-27-16-28-25-22*16-7-28-25-0-19-17*14-11-17-0-18-22-25*2-16-7-4-24-20*0-17-22-19-8-12*13-6-21-15-10-2-29*14-1-23-3-24*12-17-19-22-18-0-26*5-21-6-13-0-18-19-12*9-3-23-14-11-17-22-19*12-18-19-17-22*3-4-7-20-24-14*,21.19262918,245,0,7
166,22-17-28-7-20-14-23*10-27-16-7-4-24*9-1-3-24-23*6-16-28-25-0-22-19*6-13-18-0-19-17-11*8-26-0-17-22-12*10-29-2-15*5-15-21*22-19-17-28-7-16-27*5-6-13-18-0-22-17-11*3-1-14-11-17-22-0-13*13-18-22-25-7-20-14*,22.16083119,242,0,7
167,0-18-22-17-28-7-14-11*1-3-23-14-20-7-27-29*20-4-24-7-28-0-22-25*12-0-22-17-19*6-16-28-17-22-19-12*2-21-15-10-27-7*5-6-21*3-1-9-23-24-20*0-26-8-19-22-18*13-18-0-28-25-7-16*6-16-28-0-18-22-17*25-0-18-22-17-28-16-27*,21.69525953,244,0,7
168,16-27-29-2-15-21*2-29-27-16-7-4-24*10-27-7-25-22-18-0-26*13-18-22-17-0-25-28*1-3-24-7-27-2-29*5-21-6-13-18-22-17-11*3-4-24-14-20-23*19-12-17-28-25-7-20*9-1-14-11-17-22-0-18*0-22-18-12-8-19*12-19-17-11-14-20-24*9-3-1-23-14-7-27-29*,19.3328852,262,0,7
169,7-20-23-1-3-9*16-7-28-0-18-22-17*0-22-17-28-16-27-2*25-0-18-22-19-12-8-26*5-21-15-16-6*20-4-24-7-27-16-28-25*6-15-10-2-29-27*10-15-27-7-20-14-23*12-0-18-22-17-11-14-23*13-18-0-25-28-7-16*0-22-17-28-7-20-23*11-17-19-12-18-22-0-26*,20.22962941,251,0,7
170,15-10-27-16-28-17-19*13-0-18-22-17-28-7-20*19-18-0-22-17-11-14-23*2-7-16-6-21-10-15*8-12-19-17-22-25-28*5-21*23-3-14-20-7-25*4-24-14-11-17-22-19-8*5-21-10-27-2-29*24-4-7-25-22-18-0-26*1-3-24-20-7-28-17*1-9-23-14-11-17-22-18*,20.14276946,253,0,7
171,7-16-27-2-10-15-29*1-3-23-20-7-27-2*1-3-9-23-14-20-24*3-9-23-14-11-17-22*7-28-17-19-22-0-18*6-13-18-22-17-19-12-8*0-25-22-17-12-8*4-24-14-23-3-1-9*1-24-4-7-27-10-21*23-1-3-11-17-22-18-0-26*19-22-0-18-13-6-5-21*12-19-22-17-0-25-28*,20.21358429,252,0,7
172,12-19-22-0-13-6-5-21*8-19-12-18-0-17-11*0-18-17-28-7-16-6*9-1-3-24-4-14-11*20-7-25-28-17-19-22*16-28-7-27-2-29*5-21-10-2-27-7*26-0-18-22-19-12-17-28*1-3-9-23-14-20-24*14-7-16-27-10-15-21*18-0-22-17-19-8-26*3-11-14-23-1-9*,20.12801029,254,0,7
173,11-25-28-17-12-19-18*13-18-0-22-25-28-7-20*9-23-14-11-17-22-0-18*9-1-14-20-7-27-10*8-19-17-22-0-18-13*0-26-8-19-18*3-9-1-24-4-23*5-21-15-10-27-29*1-3-24-20-7-16-27*21-5-6-16-28-25-22*2-29-27-16-7-20-4*7-25-28-17-19-8-26*,19.85436638,255,0,7
174,7-2-15-6-10-16*5-21-6-13-0-22-17-19*12-19-18-0-25-28-16*14-20-7-28-25-22-17*23-14-4-20-24*9-1-3-23-20-14-11*26-0-18-22-17-28-7-27*5-21-10-16-27-29*8-12-19-17-28-25*4-23-1-3-24*14-24-20-7-27-16-28*17-11-25-0-12-19*,20.69587328,247,0,7
175,11-25-28-17-19-12-18*0-26-8-19-22-17*12-19-22-0-28-16-27-29*0-18-17-11-3-1-9*3-1-14-11-17-22-0-13*3-23-14-20-7-28-17*4-24-14-23-1-3-9*5-21-6-16-27-7*2-21-15-10-27-7*3-1-9-23-24-20*16-27-7-25-28-17-22*4-24-20-7-16-10-15*,20.26291793,248,0,7
176,1-3-11-17-22-0-18-19*7-24-23-1-3-14*24-4-7-25-22-18-0-26*6-10-15-2-27-7*5-6-13-18-0-22-25*17-18-0-22-25-7-20*11-25-28-17-12-8-19*12-19-22-17-28-16-15*5-21-6-13-0-12-8-26*9-3-1-24-20-7-27*15-2-29-27-16-28-25*5-21-10-27-16-7*,18.68199088,271,0,7
177,11-17-22-0-28-7-16*8-12-0-18-22-17-11-14*13-18-0-28-7-27-10-15*14-24-20-4-23*2-29-27-16-28-17-19-8*5-21-6-13-18-0-19-12*3-1-23-14-20-7-10*9-3-1-24-23*12-17-22-25-28-7-20*12-17-19-18-22-0-26*3-9-14-11-17-22-0-26*1-3-14-20-7-16-6-5*,18.67412906,272,0,7
178,5-21-6-13-18-12-0-26*8-12-19-0-18-17-11*3-1-23-14-11-17-22-0-18*5-21-15-10-27-16-28*0-18-22-25-7-2-29*6-15-10-27-7-20-14*9-1-14-7-27-10-21*20-24-4-7-28-0-22-25*15-2-27-16-7-20*0-18-22-17-11-14-24*24-20-7-27-16-28-25*4-24-20-14-7-16-6*,18.64107435,276,0,7
179,22-19-12-0-28-7-25*7-24-3-23-1-14*0-18-22-17-11-3-9-1*15-27-16-7-20-14-23*10-27-16-28-25-22-18*2-29-27-7-28-25-11*3-9-1-24-4-23*3-24-4-7-27-10-21*21-5-6-13-18-22-0-26*17-18-22-19-12-8-26*9-1-14-11-17-22-0-18*16-6-13-18-19-22-0-25*,18.63598901,277,0,7
180,26-0-18-22-19-12-17-28*0-28-16-27-10-21-5*11-3-23-14-20-7-16-28*12-19-17-22-25-28*8-19-17-22-25-7-27-29*14-3-24-4-7-16*6-16-7-20-23-1-3-9*5-21-15-29-2-27*8-12-19-17-22-18-13-6-21*11-17-18-0-25-28-16*9-23-14-7-27-10-15*5-21-15-10-2-6*,18.59796586,280,0,7
181,3-1-23-14-11-17-19-12-8*3-24-4-7-16-6-5*10-16-28-25-0-18-19*0-18-22-17-28-16-27-29*4-24-20-7-27-10-15*6-10-21-15-2-29*1-9-3-24-20-23*5-6-13-18-0-22-17-11*13-6-16-28-17-19-22-0-26*7-25-28-17-19-8-26*14-20-7-27-16-10-15*14-7-27-2-10-15*,18.4591127,283,0,7
182,2-16-27-10-15-6*4-7-16-27-10-15-21*17-19-22-25-7-16-28*1-23-14-11-17-22-0-13*22-18-0-25-7-20-23*1-3-24-4-7-28*22-25-28-0-18-12-8-26*4-24-20-7-27-2-29*9-23-14-7-16-6-21*12-19-0-18-13-6-5-21*21-5-6-13-18-0-17-22*9-1-14-20-7-27-10*,18.50628361,281,0,7
183,8-12-19-22-25-28-16-15*0-18-22-17-28-7-14*4-24-14-23-3-11*6-13-0-28-25-7-27-2-15-5-21*2-16-6-21-15-10*5-21-10-27-7-14-23-9*1-9-14-11-17-22-0-18*4-20-7-25-22-18-0-26*21-10-15-2-27-29*19-22-17-28-25-7-24*18-0-12-19-17-11-25*2-29-27-7-24-14-11*,18.36228665,299,0,7
184,14-7-28-17-22-18-0-26*8-12-19-22-17-28-16-27*12-18-0-25-22*20-14-23-3-24*4-1-24-3-9-23*0-18-19-17-28-16-6*4-24-20-7-27-10-15*7-16-27-29-2-10-15*0-25-28-16-10-15-21*8-12-19-17-22-0-13-6-21*10-7-16-6-5-21*0-22-17-11-14-9-3*,19.12336334,263,0,7
185,6-16-7-14-23-3-1-9*5-6-21-10-2-15*2-29-27-7-25-22-18*0-18-22-17-11-14-24*13-6-21-15-10-2-29*6-13-0-22-17-19-12-8*0-26-8-19-22-18*4-24-14-11-17-22-19-12*22-18-0-25-28-16-7-27*22-18-0-25-7-20-23*11-14-1-3-9-23-24*2-27-7-20-24-14-23*,19.11897942,264,0,7
186,4-20-24-3-9-23*4-24-14-11-17-22-0-18*21-5-6-13-0-19-22*16-6-10-15-27*5-21-15-27-16-28-25*23-24-20-7-27-2-29*9-3-1-23-20-7-25*20-7-28-17-22-18-0-26*8-12-17-22-25-7-24*18-22-25-7-27-2-29*3-24-4-7-16-6-5*14-20-7-28-25-22-17*,19.01686346,265,0,7
187,17-19-12-22-25-7-28*3-1-23-14-11-17-22-0-18*4-24-14-7-27-2-29*13-6-16-7-28-17-22-0-18*3-11-14-23-9*3-1-24-4-7-10-21*5-6-13-18-0-22-19-12-8*0-18-22-17-28-16-15-5*0-18-22-17-19-8-26*10-2-27-16-7-20*20-24-14-3-23*10-27-16-7-14-23*,18.98269815,267,0,7
188,20-7-25-28-17-19-22*18-0-17-11-3-1-23*9-1-14-7-27-10-21*16-6-10-2-29-27*5-21-6-13-0-12-8-26*14-20-24-4-7-16-27*2-29-27-15-21-5*3-23-14-11-17-22-18-0-26*1-23-14-20-7-28-17*12-8-19-22-17-18*14-24-20-4-23*10-16-28-25-22-17-19*,18.90241408,268,0,7
189,17-11-25-0-19*9-1-23-14-11-17-19-12*0-28-16-27-10-21-5*2-16-28-25-22-19-12*4-24-14-11-17-19-12-8*10-16-28-17-22-0-18-13*4-20-24-3-9-23*2-29-27-16-28-17-22*14-20-7-27-10-15-21*5-21-6-13-0-22-17-11*20-7-28-25-22-18-0-26*7-20-23-1-3-9*,18.75035071,269,0,7
190,3-1-4-24-20-7*12-19-17-28-25-7-20*8-12-0-18-13-6-15-10*7-16-28-17-22-18-0-26*13-6-5-21-10-2-29*5-21-6-16-27-7*1-9-3-11-17-22-0-18*3-23-14-20-7-16-6-5*6-13-18-22-19-12-8-26*26-0-18-22-17-28-7-27*6-13-0-28-25-7-27-2-15-10-21*11-3-23-14-4-24*,18.46525018,294,0,8
191,8-12-17-22-0-18-13*8-12-19-22-25-11-14*24-23-14-20-7-16-27*16-28-25-0-22-17-19*20-7-27-15-10-2-29*3-4-7-20-24-14*6-13-18-0-19-17-11*10-21-5-15*1-4-3-9*22-17-19-18-12-8-26*0-22-17-28-25-7-27-16*14-20-7-16-27-2-29*,24.47907412,241,0,8
192,5-21-15-27-16-7-20*5-21-15-16-28-0-13-6*10-16-28-25-0-18-19*11-25-0-18-17-19-12*3-23-14-24-20-7*8-19-22-17-28-25*10-2-29-27-7-24*4-20-24-3-9-23*1-9-3-23-20-7*8-12-19-17-22-0-26*1-9-23-14-20-7-27*10-16-28-0-18-22-17*,23.61249123,243,0,8
193,21-2-27-16-28-25*19-17-22-25-7-20-24*0-26-8-19-18*16-7-4-24-1-23*2-10-15-21-5-6*1-3-23-14-20-7-16*1-23-14-11-17-22-0-13*12-8-19-17-22*5-21-15-2-29-27*9-1-3-11-17-18-0-26*6-10-15-2-29-27*9-1-23-20-7-27-10*,21.91121113,244,0,8
194,0-22-18-17-28-7-16-6-13*5-21-10-27-16-7-14*4-24-14-23-3-11*6-16-28-25-0-22-19*15-2-29-27-7-20*3-14-23-1-9*18-12-19-17-22*8-12-17-19-18-0-26*6-13-18-22-19-17-11*12-17-19-0-22-18*11-14-24-7-27-2-29*25-11-17-22-0-28*,21.3755553,245,0,8
195,12-19-22-18-17-11-14*0-26-8-12-19-22*17-18-0-22-25-7-20*0-18-22-25-7-27-10*15-27-16-7-20-14-23*7-27-2-10-15-21*14-24-20-4-23*9-1-3-24-23*23-14-24-4-7-27-29*2-29-27-16-28-25-22*6-13-0-18-22-17-12-8*5-21-6-13-18-0-12-19*,20.8744447,247,0,8
196,2-29-27-16-28-25-7*10-15-27-16-7-25-28*0-25-28-16-10-15-21*7-20-14-11-25-0-18-22*8-12-19-17-22-25-28*3-1-9-23-14-20-24*1-9-3-11-17-22-18-13*11-25-28-16-6-5-21*4-24-20-7-25-0-18-13*8-26-0-17-22-12*3-1-23-14-7-27-10*6-13-0-28-25-7-27-2-15-10-21*,18.48442249,288,0,8
197,17-22-0-28-7-14-23*4-20-7-16-6-21-5*7-27-16-28-25-11-14-24*1-14-7-27-10-15-21*9-1-3-11-17-22-18-19*15-10-6-16-2-21*12-19-17-28-25-7-27*15-21-10-29-27*12-19-0-18-13-6-5-21*19-17-22-18-12-8-26*2-29-27-16-28-25-0-26*0-18-12-19-17-11-25*,18.5160159,285,0,8
198,1-3-24-20-7-25-28*19-17-22-25-28-16-27*6-15-10-16-7-20-14*6-13-18-22-0-28-25*5-21-10-15-27-7-20*9-1-3-23-14-11-17-22*8-26-0-17-22-12*21-15-16-27-2-29*1-4-3-9*4-20-7-25-22-17-19*15-10-16-27-7-25-28*3-1-9-23-14-11-17-22*,20.53296703,248,0,8
199,9-23-14-20-7-27-10-21*1-3-14-20-7-16-6-5*19-18-0-22-17-11-14-23*2-27-16-28-25-22-12*24-14-20-4-7-16-27*8-12-19-17-28-25-7-20*20-7-27-16-15-10-21*5-21-6-13-0-22-17-11*2-29-27-16-7-20-14*0-26-8-12-22-17*6-16-27-7-20-14-24*19-17-28-25-7-20-23*,18.58119009,281,0,8
